A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .", usando o formato (token dependente -> token cabeça).
REPLY|:|A -> sensação
sensação -> de
de -> insegurança
sensação -> e
e -> debilidade
debilidade -> de
de -> poder
poder -> o
o -> público
insegurança -> de
de -> os
os -> Estados
Estados -> Unidos
Unidos -> de
de -> o
o -> final
final -> de
de -> o
o -> século
século -> 18
18 -> ,
, -> quando
quando -> (
( -> segundo
segundo -> versão
versão -> mais
mais -> aceita
aceita -> )
) -> a
a -> palavra
palavra -> teria
teria -> sido
sido -> inventada
inventada -> a
a -> partir
partir -> de
de -> a
a -> prática
prática -> adotada
adotada -> por
por -> um
um -> juiz
juiz -> Lynch
Lynch -> ,
, -> de
de -> condenar
condenar -> e
e -> executar
executar -> seus
seus -> adversários
adversários -> sem
sem -> o
o -> devido
devido -> processo
processo -> legal
devido -> .
. ->
REFINE [doença]
REFINE [doença]
REFINE [doença]
REFINE [doença]
REFINE [doença]
-----------END REFINE---------
REFINE [6. doença]
REFINE [6. doença]
REFINE [doença]
REFINE [doença]
REFINE [doença]
REFINE [doença]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
chatGPT|:|<@><#>vive<@>epidemia<#><@><#>epidemia<@>de<#><@><#>de<@>a<#><@><#>a<@>doença<#><@><#>doença<@>.<#><@><#><@><#><@><#>região<@>vive<#>vive<@>epidemia<#>epidemia<@>de<#>de<@>a<#>a<@>doença<#>doença<@>.|:|UDA:0.333<#>DDA: 0.222
GoldTree |:|A<@>região<@>det<#>região<@>vive<@>nsubj<#>vive<@>root<@>root<#>uma<@>epidemia<@>det<#>epidemia<@>vive<@>obj<#>de<@>doença<@>case<#>a<@>doença<@>det<#>doença<@>epidemia<@>nmod<#>.<@>vive<@>punct
>--<
A cidade de Monte Aprazível tem 68 casos confirmados .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "A cidade de Monte Aprazível tem 68 casos confirmados .", usando o formato (token dependente -> token cabeça).
REPLY|:|cidade -> A
Monte -> cidade
Aprazível -> cidade
tem -> cidade
casos -> tem
68 -> casos
confirmados -> casos
. -> tem
REFINE [Monte]
REFINE [Monte]
REFINE [Monte]
REFINE [Monte]
REFINE [Monte]
REFINE [Monte]
-----------END REFINE---------
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
-----------END REFINE---------
REFINE [Aprazível]
REFINE [Aprazível]
REFINE [Aprazível]
REFINE [Aprazível]
REFINE [Aprazível]
REFINE [Aprazível]
-----------END REFINE---------
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
-----------END REFINE---------
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
-----------END REFINE---------
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
REFINE [cidade]
-----------END REFINE---------
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
-----------END REFINE---------
REFINE [68]
REFINE [68]
REFINE [68]
REFINE [68]
REFINE [68]
REFINE [68]
-----------END REFINE---------
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [confirmados]
REFINE [confirmados]
REFINE [confirmados]
REFINE [confirmados]
REFINE [confirmados]
REFINE [confirmados]
-----------END REFINE---------
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
-----------END REFINE---------
chatGPT|:|Monte<@>cidade<#>Aprazível<@>cidade<#>tem<@>cidade<#>casos<@>tem<#>68<@>casos<#>confirmados<@>casos<#>.<@>tem|:|UDA:0.600<#>DDA: 0.500
GoldTree |:|A<@>cidade<@>det<#>cidade<@>tem<@>nsubj<#>de<@>Monte<@>case<#>Monte<@>cidade<@>nmod<#>Aprazível<@>Monte<@>flat<#>tem<@>root<@>root<#>68<@>casos<@>nummod<#>casos<@>tem<@>obj<#>confirmados<@>casos<@>acl<#>.<@>tem<@>punct
>--<
Rio Preto tem três casos positivos .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Rio Preto tem três casos positivos .", usando o formato (token dependente -> token cabeça).
REPLY|:|Rio -> Preto
Preto -> tem
tem -> casos
casos -> três
casos -> positivos
tem -> .
. -> (vazio)
REFINE [Preto]
REFINE [Preto]
REFINE [Preto]
REFINE [Preto]
REFINE [Preto]
REFINE [Preto]
-----------END REFINE---------
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
-----------END REFINE---------
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
-----------END REFINE---------
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [três]
REFINE [três]
REFINE [três]
REFINE [três]
REFINE [três]
-----------END REFINE---------
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [positivos]
REFINE [positivos]
REFINE [positivos]
REFINE [positivos]
REFINE [positivos]
-----------END REFINE---------
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
REFINE [tem]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [(vazio)]
REFINE [(vazio)]
REFINE [(vazio)]
REFINE [vazio)]
REFINE [vazio]
-----------END REFINE---------
chatGPT|:|Preto<@>tem<#>tem<@>casos<#>casos<@>três<#>casos<@>positivos<#>tem<@>.<#>.<@>vazio|:|UDA:0.571<#>DDA: 0.000
GoldTree |:|Rio<@>tem<@>nsubj<#>Preto<@>Rio<@>flat<#>tem<@>root<@>root<#>três<@>casos<@>nummod<#>casos<@>tem<@>obj<#>positivos<@>casos<@>amod<#>.<@>tem<@>punct
>--<
Policiais Federais de o MS entram em greve
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Policiais Federais de o MS entram em greve", usando o formato (token dependente -> token cabeça).
REPLY|:|Policiais -> Federais
Federais -> entram
entram -> greve
MS -> de
de -> Federais
REFINE [Federais]
REFINE [Federais]
REFINE [Federais]
REFINE [Federais]
REFINE [Federais]
REFINE [Federais]
-----------END REFINE---------
REFINE [entram]
REFINE [entram]
REFINE [entram]
REFINE [entram]
REFINE [entram]
-----------END REFINE---------
REFINE [entram]
REFINE [entram]
REFINE [entram]
REFINE [entram]
REFINE [entram]
REFINE [entram]
-----------END REFINE---------
REFINE [greve]
REFINE [greve]
REFINE [greve]
REFINE [greve]
REFINE [greve]
-----------END REFINE---------
REFINE [MS]
REFINE [MS]
REFINE [MS]
REFINE [MS]
REFINE [MS]
REFINE [MS]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Federais]
REFINE [Federais]
REFINE [Federais]
REFINE [Federais]
REFINE [Federais]
-----------END REFINE---------
chatGPT|:|Federais<@>entram<#>entram<@>greve<#>MS<@>de<#>de<@>Federais|:|UDA:0.250<#>DDA: 0.000
GoldTree |:|Policiais<@>entram<@>nsubj<#>Federais<@>Policiais<@>amod<#>de<@>MS<@>case<#>o<@>MS<@>det<#>MS<@>Policiais<@>nmod<#>entram<@>root<@>root<#>em<@>greve<@>case<#>greve<@>entram<@>obl
>--<
Os policiais federais de Mato Grosso de o Sul entraram em greve ontem , em adesão a o movimento iniciado em o Distrito Federal .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Os policiais federais de Mato Grosso de o Sul entraram em greve ontem , em adesão a o movimento iniciado em o Distrito Federal .", usando o formato (token dependente -> token cabeça).
REPLY|:|Os -> policiais
policiais -> federais
federais -> de
de -> Mato
Mato -> Grosso
Grosso -> de
de -> o
o -> Sul
entraram -> policiais
em -> entraram
greve -> entraram
ontem -> entraram
, -> entraram
em -> adesão
adesão -> em
a -> movimento
o -> movimento
movimento -> iniciado
iniciado -> Distrito
Distrito -> Federal
. -> entraram
REFINE [policiais]
REFINE [policiais]
REFINE [policiais]
REFINE [policiais]
REFINE [policiais]
REFINE [policiais]
-----------END REFINE---------
REFINE [federais]
REFINE [federais]
REFINE [federais]
REFINE [federais]
REFINE [federais]
-----------END REFINE---------
REFINE [federais]
REFINE [federais]
REFINE [federais]
REFINE [federais]
REFINE [federais]
REFINE [federais]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
-----------END REFINE---------
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [Sul]
REFINE [Sul]
REFINE [Sul]
REFINE [Sul]
REFINE [Sul]
-----------END REFINE---------
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
-----------END REFINE---------
REFINE [policiais]
REFINE [policiais]
REFINE [policiais]
REFINE [policiais]
REFINE [policiais]
-----------END REFINE---------
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
-----------END REFINE---------
REFINE [greve]
REFINE [greve]
REFINE [greve]
REFINE [greve]
REFINE [greve]
REFINE [greve]
-----------END REFINE---------
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
-----------END REFINE---------
REFINE [ontem]
REFINE [ontem]
REFINE [ontem]
REFINE [ontem]
REFINE [ontem]
REFINE [ontem]
-----------END REFINE---------
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
-----------END REFINE---------
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
-----------END REFINE---------
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
-----------END REFINE---------
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [adesão]
REFINE [adesão]
REFINE [adesão]
REFINE [adesão]
REFINE [adesão]
-----------END REFINE---------
REFINE [adesão]
REFINE [adesão]
REFINE [adesão]
REFINE [adesão]
REFINE [adesão]
REFINE [adesão]
-----------END REFINE---------
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
-----------END REFINE---------
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
REFINE [movimento]
-----------END REFINE---------
REFINE [iniciado]
REFINE [iniciado]
REFINE [iniciado]
REFINE [iniciado]
REFINE [iniciado]
-----------END REFINE---------
REFINE [iniciado]
REFINE [iniciado]
REFINE [iniciado]
REFINE [iniciado]
REFINE [iniciado]
REFINE [iniciado]
-----------END REFINE---------
REFINE [Distrito]
REFINE [Distrito]
REFINE [Distrito]
REFINE [Distrito]
REFINE [Distrito]
-----------END REFINE---------
REFINE [Distrito]
REFINE [Distrito]
REFINE [Distrito]
REFINE [Distrito]
REFINE [Distrito]
REFINE [Distrito]
-----------END REFINE---------
REFINE [Federal]
REFINE [Federal]
REFINE [Federal]
REFINE [Federal]
REFINE [Federal]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
REFINE [entraram]
-----------END REFINE---------
chatGPT|:|policiais<@>federais<#>federais<@>de<#>de<@>Mato<#>Mato<@>Grosso<#>Grosso<@>de<#>de<@>o<#>o<@>Sul<#>entraram<@>policiais<#>em<@>entraram<#>greve<@>entraram<#>ontem<@>entraram<#>,<@>entraram<#>em<@>adesão<#>adesão<@>em<#>a<@>movimento<#>o<@>movimento<#>movimento<@>iniciado<#>iniciado<@>Distrito<#>Distrito<@>Federal<#>.<@>entraram|:|UDA:0.560<#>DDA: 0.320
GoldTree |:|Os<@>policiais<@>det<#>policiais<@>entraram<@>nsubj<#>federais<@>policiais<@>amod<#>de<@>Mato<@>case<#>Mato<@>policiais<@>nmod<#>Grosso<@>Mato<@>flat<#>de<@>Sul<@>case<#>o<@>Sul<@>det<#>Sul<@>Mato<@>nmod<#>entraram<@>root<@>root<#>em<@>greve<@>case<#>greve<@>entraram<@>obl<#>ontem<@>entraram<@>advmod<#>,<@>adesão<@>punct<#>em<@>adesão<@>case<#>adesão<@>entraram<@>obl<#>a<@>movimento<@>case<#>o<@>movimento<@>det<#>movimento<@>adesão<@>nmod<#>iniciado<@>movimento<@>acl<#>em<@>Distrito<@>case<#>o<@>Distrito<@>det<#>Distrito<@>iniciado<@>obl<#>Federal<@>Distrito<@>flat<#>.<@>entraram<@>punct
>--<
A reivindicação é de equiparação salarial com a Polícia Civil de o DF , o que representaria um reajuste de 300 % .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "A reivindicação é de equiparação salarial com a Polícia Civil de o DF , o que representaria um reajuste de 300 % .", usando o formato (token dependente -> token cabeça).
REPLY|:|relações de dependência sintática na sentença "A reivindicação é de equiparação salarial com a Polícia Civil de o DF , o que representaria um reajuste de 300 % .":

1. reivindicação -> é
2. é -> de
3. equiparação -> salarial
4. salarial -> com
5. com -> Polícia Civil
6. Polícia Civil -> de
7. de -> o
8. o -> DF
9. DF -> ,
10. , -> que
11. que -> representaria
12. representaria -> um
13. um -> reajuste
14. reajuste -> de
15. de -> 300
16. 300 -> %
17. % -> .
REFINE [1. reivindicação]
REFINE [1. reivindicação]
REFINE [reivindicação]
REFINE [reivindicação]
REFINE [reivindicação]
REFINE [reivindicação]
-----------END REFINE---------
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
-----------END REFINE---------
REFINE [2. é]
REFINE [2. é]
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [3. equiparação]
REFINE [3. equiparação]
REFINE [equiparação]
REFINE [equiparação]
REFINE [equiparação]
REFINE [equiparação]
-----------END REFINE---------
REFINE [salarial]
REFINE [salarial]
REFINE [salarial]
REFINE [salarial]
REFINE [salarial]
-----------END REFINE---------
REFINE [4. salarial]
REFINE [4. salarial]
REFINE [salarial]
REFINE [salarial]
REFINE [salarial]
REFINE [salarial]
-----------END REFINE---------
REFINE [com]
REFINE [com]
REFINE [com]
REFINE [com]
REFINE [com]
-----------END REFINE---------
REFINE [5. com]
REFINE [5. com]
REFINE [com]
REFINE [com]
REFINE [com]
REFINE [com]
-----------END REFINE---------
REFINE [Polícia Civil]
REFINE [Polícia Civil]
REFINE [Polícia]
REFINE [Polícia]
REFINE [Polícia]
-----------END REFINE---------
REFINE [6. Polícia Civil]
REFINE [6. Polícia Civil]
REFINE [Polícia]
REFINE [Polícia]
REFINE [Polícia]
REFINE [Polícia]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [7. de]
REFINE [7. de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [8. o]
REFINE [8. o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [DF]
REFINE [DF]
REFINE [DF]
REFINE [DF]
REFINE [DF]
-----------END REFINE---------
REFINE [9. DF]
REFINE [9. DF]
REFINE [DF]
REFINE [DF]
REFINE [DF]
REFINE [DF]
-----------END REFINE---------
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
-----------END REFINE---------
REFINE [10. ,]
REFINE [10. ,]
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
-----------END REFINE---------
REFINE [que]
REFINE [que]
REFINE [que]
REFINE [que]
REFINE [que]
-----------END REFINE---------
REFINE [11. que]
REFINE [11. que]
REFINE [que]
REFINE [que]
REFINE [que]
REFINE [que]
-----------END REFINE---------
REFINE [representaria]
REFINE [representaria]
REFINE [representaria]
REFINE [representaria]
REFINE [representaria]
-----------END REFINE---------
REFINE [12. representaria]
REFINE [12. representaria]
REFINE [representaria]
REFINE [representaria]
REFINE [representaria]
REFINE [representaria]
-----------END REFINE---------
REFINE [um]
REFINE [um]
REFINE [um]
REFINE [um]
REFINE [um]
-----------END REFINE---------
REFINE [13. um]
REFINE [13. um]
REFINE [um]
REFINE [um]
REFINE [um]
REFINE [um]
-----------END REFINE---------
REFINE [reajuste]
REFINE [reajuste]
REFINE [reajuste]
REFINE [reajuste]
REFINE [reajuste]
-----------END REFINE---------
REFINE [14. reajuste]
REFINE [14. reajuste]
REFINE [reajuste]
REFINE [reajuste]
REFINE [reajuste]
REFINE [reajuste]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [15. de]
REFINE [15. de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [300]
REFINE [300]
REFINE [300]
REFINE [300]
REFINE [300]
-----------END REFINE---------
REFINE [16. 300]
REFINE [16. 300]
REFINE [300]
REFINE [300]
REFINE [300]
REFINE [300]
-----------END REFINE---------
REFINE [%]
REFINE [%]
REFINE [%]
REFINE [%]
REFINE [%]
-----------END REFINE---------
REFINE [17. %]
REFINE [17. %]
REFINE [%]
REFINE [%]
REFINE [%]
REFINE [%]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
chatGPT|:|<@><#>reivindicação<@>é<#>é<@>de<#>equiparação<@>salarial<#>salarial<@>com<#>com<@>Polícia<#>Polícia<@>de<#>de<@>o<#>o<@>DF<#>DF<@>,<#>,<@>que<#>que<@>representaria<#>representaria<@>um<#>um<@>reajuste<#>reajuste<@>de<#>de<@>300<#>300<@>%<#>%<@>.|:|UDA:0.261<#>DDA: 0.217
GoldTree |:|A<@>reivindicação<@>det<#>reivindicação<@>equiparação<@>nsubj<#>é<@>equiparação<@>cop<#>de<@>equiparação<@>case<#>equiparação<@>root<@>root<#>salarial<@>equiparação<@>amod<#>com<@>Polícia<@>case<#>a<@>Polícia<@>det<#>Polícia<@>equiparação<@>nmod<#>Civil<@>Polícia<@>flat<#>de<@>DF<@>case<#>o<@>DF<@>det<#>DF<@>Polícia<@>nmod<#>,<@>equiparação<@>punct<#>o<@>equiparação<@>appos<#>que<@>representaria<@>nsubj<#>representaria<@>o<@>acl<#>um<@>reajuste<@>det<#>reajuste<@>representaria<@>obj<#>de<@>%<@>case<#>300<@>%<@>nummod<#>%<@>reajuste<@>nmod<#>.<@>equiparação<@>punct
>--<
Em Mato Grosso , a paralisação está prevista para começar hoje .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Em Mato Grosso , a paralisação está prevista para começar hoje .", usando o formato (token dependente -> token cabeça).
REPLY|:|Em -> Mato Grosso
Mato Grosso -> paralisação
, -> Mato Grosso
a -> paralisação
paralisação -> prevista
está -> prevista
prevista -> começar
para -> começar
começar -> hoje
hoje -> .
. -> está
REFINE [Mato Grosso]
REFINE [Mato Grosso]
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
REFINE [Grosso]
-----------END REFINE---------
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
-----------END REFINE---------
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
REFINE [,]
-----------END REFINE---------
REFINE [Mato Grosso]
REFINE [Mato Grosso]
REFINE [Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
-----------END REFINE---------
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
REFINE [paralisação]
-----------END REFINE---------
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
-----------END REFINE---------
REFINE [está]
REFINE [está]
REFINE [está]
REFINE [está]
REFINE [está]
REFINE [está]
-----------END REFINE---------
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
-----------END REFINE---------
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
REFINE [prevista]
-----------END REFINE---------
REFINE [começar]
REFINE [começar]
REFINE [começar]
REFINE [começar]
REFINE [começar]
-----------END REFINE---------
REFINE [para]
REFINE [para]
REFINE [para]
REFINE [para]
REFINE [para]
REFINE [para]
-----------END REFINE---------
REFINE [começar]
REFINE [começar]
REFINE [começar]
REFINE [começar]
REFINE [começar]
-----------END REFINE---------
REFINE [começar]
REFINE [começar]
REFINE [começar]
REFINE [começar]
REFINE [começar]
REFINE [começar]
-----------END REFINE---------
REFINE [hoje]
REFINE [hoje]
REFINE [hoje]
REFINE [hoje]
REFINE [hoje]
-----------END REFINE---------
REFINE [hoje]
REFINE [hoje]
REFINE [hoje]
REFINE [hoje]
REFINE [hoje]
REFINE [hoje]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [está]
REFINE [está]
REFINE [está]
REFINE [está]
REFINE [está]
-----------END REFINE---------
chatGPT|:|Grosso<@>paralisação<#>,<@>Mato<#>a<@>paralisação<#>paralisação<@>prevista<#>está<@>prevista<#>prevista<@>começar<#>para<@>começar<#>começar<@>hoje<#>hoje<@>.<#>.<@>está|:|UDA:0.583<#>DDA: 0.417
GoldTree |:|Em<@>Mato<@>case<#>Mato<@>prevista<@>obl<#>Grosso<@>Mato<@>flat<#>,<@>Mato<@>punct<#>a<@>paralisação<@>det<#>paralisação<@>prevista<@>nsubj<#>está<@>prevista<@>cop<#>prevista<@>root<@>root<#>para<@>começar<@>mark<#>começar<@>prevista<@>xcomp<#>hoje<@>começar<@>advmod<#>.<@>prevista<@>punct
>--<
Todas receberam beijos de Itamar .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Todas receberam beijos de Itamar .", usando o formato (token dependente -> token cabeça).
REPLY|:|Todas -> receberam
receberam -> beijos
beijos -> de
de -> Itamar
Itamar -> .
REFINE [receberam]
REFINE [receberam]
REFINE [receberam]
REFINE [receberam]
REFINE [receberam]
REFINE [receberam]
-----------END REFINE---------
REFINE [beijos]
REFINE [beijos]
REFINE [beijos]
REFINE [beijos]
REFINE [beijos]
-----------END REFINE---------
REFINE [beijos]
REFINE [beijos]
REFINE [beijos]
REFINE [beijos]
REFINE [beijos]
REFINE [beijos]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
-----------END REFINE---------
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
chatGPT|:|receberam<@>beijos<#>beijos<@>de<#>de<@>Itamar<#>Itamar<@>.|:|UDA:0.333<#>DDA: 0.167
GoldTree |:|Todas<@>receberam<@>nsubj<#>receberam<@>root<@>root<#>beijos<@>receberam<@>obj<#>de<@>Itamar<@>case<#>Itamar<@>beijos<@>nmod<#>.<@>receberam<@>punct
>--<
Fu foi a mais calorosa .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Fu foi a mais calorosa .", usando o formato (token dependente -> token cabeça).
REPLY|:|Fu -> foi
a -> Fu
mais -> calorosa
calorosa -> Fu
. -> foi
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
-----------END REFINE---------
REFINE [mais]
REFINE [mais]
REFINE [mais]
REFINE [mais]
REFINE [mais]
REFINE [mais]
-----------END REFINE---------
REFINE [calorosa]
REFINE [calorosa]
REFINE [calorosa]
REFINE [calorosa]
REFINE [calorosa]
-----------END REFINE---------
REFINE [calorosa]
REFINE [calorosa]
REFINE [calorosa]
REFINE [calorosa]
REFINE [calorosa]
REFINE [calorosa]
-----------END REFINE---------
